movieId,title,tmdbId
70,Four Weddings and a Funeral (1994),712.0
71,"Lion King, The (1994)",8587.0
72,"Mask, The (1994)",854.0
73,Maverick (1994),9359.0
74,Faster Pussycat! Kill! Kill! (1965),315.0
75,Brother Minister: The Assassination of Malcolm X (1994),316098.0
76,Carlito's Way (1993),6075.0
77,"Firm, The (1993)",37233.0
78,Free Willy (1993),1634.0
79,"Fugitive, The (1993)",5503.0
80,Hot Shots! Part Deux (1993),9255.0
81,"Hudsucker Proxy, The (1994)",11934.0
82,Jurassic Park (1993),329.0
83,Much Ado About Nothing (1993),11971.0
84,Robert A. Heinlein's The Puppet Masters (1994),25557.0
85,"Ref, The (1994)",10872.0
86,"Remains of the Day, The (1993)",1245.0
87,Searching for Bobby Fischer (1993),14291.0
88,Sleepless in Seattle (1993),858.0
89,Blade Runner (1982),78.0
90,So I Married an Axe Murderer (1993),10442.0
91,"Nightmare Before Christmas, The (1993)",9479.0
92,True Romance (1993),319.0
93,Welcome to the Dollhouse (1995),11446.0
94,Home Alone (1990),771.0
95,Aladdin (1992),343693.0
96,Terminator 2: Judgment Day (1991),280.0
97,Dances with Wolves (1990),581.0
98,"Silence of the Lambs, The (1991)",274.0
99,Snow White and the Seven Dwarfs (1937),408.0
100,Fargo (1996),275.0
101,Heavy Metal (1981),11827.0
102,"Aristocats, The (1970)",10112.0
103,All Dogs Go to Heaven 2 (1996),19042.0
104,Theodore Rex (1995),36259.0
105,Sgt. Bilko (1996),9099.0
106,Diabolique (1996),10988.0
107,Moll Flanders (1996),18989.0
108,Kids in the Hall: Brain Candy (1996),18414.0
109,Mystery Science Theater 3000: The Movie (1996),3065.0
110,Operation Dumbo Drop (1995),27281.0
111,"Truth About Cats & Dogs, The (1996)",8866.0
112,Flipper (1996),36355.0
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",11876.0
114,Wallace & Gromit: The Best of Aardman Animation (1996),503475.0
115,"Haunted World of Edward D. Wood Jr., The (1995)",73183.0
116,Cold Comfort Farm (1995),32513.0
117,"Rock, The (1996)",9802.0
118,Twister (1996),664.0
119,Maya Lin: A Strong Clear Vision (1994),85778.0
120,Striptease (1996),9879.0
121,Independence Day (ID4) (1996),579480.0
122,"Cable Guy, The (1996)",9894.0
123,"Frighteners, The (1996)",10779.0
124,Lone Star (1996),26748.0
125,Phenomenon (1996),9294.0
126,"Spitfire Grill, The (1996)",47907.0
127,"Godfather, The (1972)",238.0
128,Supercop (1992),11134.0
129,Bound (1996),9303.0
130,Kansas City (1996),22479.0
131,Breakfast at Tiffany's (1961),164.0
132,"Wizard of Oz, The (1939)",630.0
133,Gone with the Wind (1939),770.0
134,Citizen Kane (1941),15.0
135,2001: A Space Odyssey (1968),62.0
136,Mr. Smith Goes to Washington (1939),3083.0
137,Big Night (1996),18203.0
138,D3: The Mighty Ducks (1996),10680.0
139,"Love Bug, The (1969)",14136.0
140,Homeward Bound: The Incredible Journey (1993),6878.0
141,"20,000 Leagues Under the Sea (1954)",173.0
142,Bedknobs and Broomsticks (1971),12335.0
143,"Sound of Music, The (1965)",15121.0
144,Die Hard (1988),562.0
145,"Lawnmower Man, The (1992)",10163.0
146,Unhook the Stars (1996),48862.0
147,"Long Kiss Goodnight, The (1996)",11412.0
148,"Ghost and the Darkness, The (1996)",10586.0
149,Jude (1996),25147.0
150,Swingers (1996),10218.0
151,Willy Wonka and the Chocolate Factory (1971),252.0
152,Sleeper (1973),11561.0
153,"Fish Called Wanda, A (1988)",623.0
154,Monty Python's Life of Brian (1979),583.0
155,Dirty Dancing (1987),88.0
156,Reservoir Dogs (1992),500.0
157,Platoon (1986),792.0
158,Weekend at Bernie's (1989),8491.0
159,Basic Instinct (1992),402.0
160,Glengarry Glen Ross (1992),9504.0
161,Top Gun (1986),744.0
162,On Golden Pond (1981),11816.0
163,"Return of the Pink Panther, The (1974)",11843.0
164,"Abyss, The (1989)",2756.0
165,Jean de Florette (1986),4480.0
166,Manon of the Spring (Manon des sources) (1986),4481.0
167,Private Benjamin (1980),10765.0
168,Monty Python and the Holy Grail (1974),762.0
169,"Wrong Trousers, The (1993)",531.0
170,Cinema Paradiso (1988),11216.0
171,Delicatessen (1991),892.0
172,"Empire Strikes Back, The (1980)",1891.0
173,"Princess Bride, The (1987)",2493.0
174,Raiders of the Lost Ark (1981),85.0
175,Brazil (1985),68.0
176,Aliens (1986),679.0
177,"Good, The Bad and The Ugly, The (1966)",429.0
178,12 Angry Men (1957),389.0
179,"Clockwork Orange, A (1971)",185.0
180,Apocalypse Now (1979),28.0
181,Return of the Jedi (1983),1892.0
182,GoodFellas (1990),769.0
183,Alien (1979),348.0
184,Army of Darkness (1993),766.0
185,Psycho (1960),539.0
186,"Blues Brothers, The (1980)",525.0
187,"Godfather: Part II, The (1974)",240.0
188,Full Metal Jacket (1987),600.0
189,"Grand Day Out, A (1992)",530.0
190,Henry V (1989),10705.0
191,Amadeus (1984),279.0
192,Raging Bull (1980),1578.0
193,"Right Stuff, The (1983)",9549.0
194,"Sting, The (1973)",9277.0
195,"Terminator, The (1984)",218.0
196,Dead Poets Society (1989),207.0
197,"Graduate, The (1967)",37247.0
198,Nikita (La Femme Nikita) (1990),9322.0
199,"Bridge on the River Kwai, The (1957)",826.0
200,"Shining, The (1980)",694.0
201,Evil Dead II (1987),765.0
202,Groundhog Day (1993),137.0
203,Unforgiven (1992),33.0
204,Back to the Future (1985),105.0
205,Patton (1970),11202.0
206,Akira (1988),149.0
207,Cyrano de Bergerac (1990),11673.0
208,Young Frankenstein (1974),3034.0
209,This Is Spinal Tap (1984),11031.0
210,Indiana Jones and the Last Crusade (1989),89.0
211,M*A*S*H (1970),651.0
212,"Unbearable Lightness of Being, The (1988)",10644.0
213,"Room with a View, A (1986)",11257.0
214,Pink Floyd - The Wall (1982),12104.0
215,Field of Dreams (1989),2323.0
216,When Harry Met Sally... (1989),639.0
217,Bram Stoker's Dracula (1992),6114.0
218,Cape Fear (1991),1598.0
219,"Nightmare on Elm Street, A (1984)",377.0
220,"Mirror Has Two Faces, The (1996)",25189.0
221,Breaking the Waves (1996),145.0
222,Star Trek: First Contact (1996),199.0
223,Sling Blade (1996),12498.0
224,Ridicule (1996),12709.0
225,101 Dalmatians (1996),11674.0
226,Die Hard 2 (1990),1573.0
227,Star Trek VI: The Undiscovered Country (1991),174.0
228,Star Trek: The Wrath of Khan (1982),154.0
229,Star Trek III: The Search for Spock (1984),157.0
230,Star Trek IV: The Voyage Home (1986),168.0
231,Batman Returns (1992),364.0
232,Young Guns (1988),11967.0
233,Under Siege (1992),8845.0
234,Jaws (1975),578.0
235,Mars Attacks! (1996),75.0
236,Citizen Ruth (1996),13891.0
237,Jerry Maguire (1996),9390.0
238,Raising Arizona (1987),378.0
239,Sneakers (1992),2322.0
240,Beavis and Butt-head Do America (1996),3179.0
241,"Last of the Mohicans, The (1992)",9361.0
242,Kolya (1996),784.0
243,Jungle2Jungle (1997),9446.0
244,Smilla's Sense of Snow (1997),9311.0
245,"Devil's Own, The (1997)",4477.0
246,Chasing Amy (1997),2255.0
247,Turbo: A Power Rangers Movie (1997),6499.0
248,Grosse Pointe Blank (1997),9434.0
249,Austin Powers: International Man of Mystery (1997),816.0
250,"Fifth Element, The (1997)",18.0
251,Shall We Dance? (1996),11239.0
252,"Lost World: Jurassic Park, The (1997)",330.0
253,"Pillow Book, The (1995)",26422.0
254,Batman & Robin (1997),415.0
255,My Best Friend's Wedding (1997),8874.0
256,When the Cats Away (Chacun cherche son chat) (1996),11956.0
257,Men in Black (1997),607.0
258,Contact (1997),686.0
259,George of the Jungle (1997),10603.0
260,Event Horizon (1997),8413.0
261,Air Bud (1997),20737.0
262,In the Company of Men (1997),14585.0
263,Steel (1997),8854.0
264,Mimic (1997),4961.0
265,"Hunt for Red October, The (1990)",1669.0
266,Kull the Conqueror (1997),17832.0
267,unknown,
268,Chasing Amy (1997),2255.0
269,"Full Monty, The (1997)",9427.0
270,Gattaca (1997),782.0
271,Starship Troopers (1997),563.0
272,Good Will Hunting (1997),489.0
273,Heat (1995),949.0
274,Sabrina (1995),11860.0
275,Sense and Sensibility (1995),4584.0
276,Leaving Las Vegas (1995),451.0
277,Restoration (1995),35196.0
278,Bed of Roses (1996),20927.0
279,Once Upon a Time... When We Were Colored (1995),146599.0
280,Up Close and Personal (1996),9302.0
281,"River Wild, The (1994)",8987.0
282,"Time to Kill, A (1996)",1645.0
283,Emma (1996),3573.0
284,Tin Cup (1996),10478.0
285,Secrets & Lies (1996),11159.0
286,"English Patient, The (1996)",409.0
287,Marvin's Room (1996),9819.0
288,Scream (1996),4232.0
289,Evita (1996),8818.0
290,Fierce Creatures (1997),12145.0
291,Absolute Power (1997),66.0
292,Rosewood (1997),25624.0
293,Donnie Brasco (1997),9366.0
294,Liar Liar (1997),1624.0
295,Breakdown (1997),2163.0
296,"Promesse, La (1996)",24183.0
297,Ulee's Gold (1997),55306.0
298,Face/Off (1997),754.0
299,Hoodlum (1997),22073.0
300,Air Force One (1997),9772.0
301,In & Out (1997),10806.0
302,L.A. Confidential (1997),2118.0
303,Ulee's Gold (1997),55306.0
304,Fly Away Home (1996),11076.0
305,"Ice Storm, The (1997)",68924.0
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",17589.0
307,"Devil's Advocate, The (1997)",1813.0
308,FairyTale: A True Story (1997),29911.0
309,Deceiver (1997),14583.0
310,"Rainmaker, The (1997)",11975.0
311,"Wings of the Dove, The (1997)",45609.0
312,Midnight in the Garden of Good and Evil (1997),8197.0
313,Titanic (1997),597.0
314,3 Ninjas: High Noon At Mega Mountain (1998),32302.0
315,Apt Pupil (1998),9445.0
316,As Good As It Gets (1997),2898.0
317,In the Name of the Father (1993),7984.0
318,Schindler's List (1993),424.0
319,Everyone Says I Love You (1996),9716.0
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),17204.0
321,Mother (1996),27265.0
322,Murder at 1600 (1997),9415.0
323,Dante's Peak (1997),9619.0
324,Lost Highway (1997),638.0
325,Crash (1996),884.0
326,G.I. Jane (1997),4421.0
327,Cop Land (1997),2142.0
328,Conspiracy Theory (1997),8834.0
329,Desperate Measures (1998),9458.0
330,187 (1997),6072.0
331,"Edge, The (1997)",9433.0
332,Kiss the Girls (1997),9437.0
333,"Game, The (1997)",2649.0
334,U Turn (1997),10155.0
335,How to Be a Player (1997),28353.0
336,Playing God (1997),12628.0
337,"House of Yes, The (1997)",33344.0
338,Bean (1997),1281.0
339,Mad City (1997),9770.0
340,Boogie Nights (1997),4995.0
341,Critical Care (1997),61337.0
342,"Man Who Knew Too Little, The (1997)",9414.0
343,Alien: Resurrection (1997),8078.0
344,"Apostle, The (1997)",2895.0
345,Deconstructing Harry (1997),2639.0
346,Jackie Brown (1997),184.0
347,Wag the Dog (1997),586.0
348,Desperate Measures (1998),9458.0
349,Hard Rain (1998),11258.0
350,Fallen (1998),9411.0
351,"Prophecy II, The (1998)",9033.0
352,Spice World (1997),6116.0
353,Deep Rising (1998),9457.0
354,"Wedding Singer, The (1998)",11003.0
355,Sphere (1998),10153.0
356,"Client, The (1994)",10731.0
357,One Flew Over the Cuckoo's Nest (1975),510.0
358,Spawn (1997),10336.0
359,"Assignment, The (1997)",18355.0
360,Wonderland (1997),251481.0
361,Incognito (1997),45928.0
362,Blues Brothers 2000 (1998),11568.0
363,Sudden Death (1995),9091.0
364,Ace Ventura: When Nature Calls (1995),9273.0
365,Powder (1995),12665.0
366,Dangerous Minds (1995),9909.0
367,Clueless (1995),9603.0
368,Bio-Dome (1996),9536.0
369,Black Sheep (1996),13997.0
370,Mary Reilly (1996),9095.0
371,"Bridges of Madison County, The (1995)",688.0
372,Jeffrey (1995),17447.0
373,Judge Dredd (1995),9482.0
374,Mighty Morphin Power Rangers: The Movie (1995),9070.0
375,Showgirls (1995),10802.0
376,Houseguest (1994),17207.0
377,Heavyweights (1994),14819.0
378,Miracle on 34th Street (1994),10510.0
379,Tales From the Crypt Presents: Demon Knight (1995),9059.0
380,Star Trek: Generations (1994),193.0
381,Muriel's Wedding (1994),236.0
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",2759.0
383,"Flintstones, The (1994)",888.0
384,Naked Gun 33 1/3: The Final Insult (1994),36593.0
385,True Lies (1994),36955.0
386,Addams Family Values (1993),2758.0
387,"Age of Innocence, The (1993)",10436.0
388,Beverly Hills Cop III (1994),306.0
389,Black Beauty (1994),14522.0
390,Fear of a Black Hat (1993),20239.0
391,Last Action Hero (1993),9593.0
392,"Man Without a Face, The (1993)",10502.0
393,Mrs. Doubtfire (1993),788.0
394,Radioland Murders (1994),22588.0
395,Robin Hood: Men in Tights (1993),8005.0
396,Serial Mom (1994),11592.0
397,Striking Distance (1993),11074.0
398,Super Mario Bros. (1993),9607.0
399,"Three Musketeers, The (1993)",10057.0
400,"Little Rascals, The (1994)",10897.0
401,"Brady Bunch Movie, The (1995)",9066.0
402,Ghost (1990),251.0
403,Batman (1989),268.0
404,Pinocchio (1940),10895.0
405,Mission: Impossible (1996),954.0
406,Thinner (1996),10280.0
407,Spy Hard (1996),10535.0
408,"Close Shave, A (1995)",532.0
409,Jack (1996),7095.0
410,Kingpin (1996),11543.0
411,"Nutty Professor, The (1996)",9327.0
412,"Very Brady Sequel, A (1996)",12606.0
413,Tales from the Crypt Presents: Bordello of Blood (1996),9431.0
414,My Favorite Year (1982),31044.0
415,"Apple Dumpling Gang, The (1975)",18660.0
416,Old Yeller (1957),22660.0
417,"Parent Trap, The (1961)",19186.0
418,Cinderella (1950),11224.0
419,Mary Poppins (1964),433.0
420,Alice in Wonderland (1951),12092.0
421,William Shakespeare's Romeo and Juliet (1996),454.0
422,Aladdin and the King of Thieves (1996),11238.0
423,E.T. the Extra-Terrestrial (1982),601.0
424,Children of the Corn: The Gathering (1996),25750.0
425,Bob Roberts (1992),10608.0
426,"Transformers: The Movie, The (1986)",1857.0
427,To Kill a Mockingbird (1962),595.0
428,Harold and Maude (1971),343.0
429,"Day the Earth Stood Still, The (1951)",828.0
430,Duck Soup (1933),3063.0
431,Highlander (1986),8009.0
432,Fantasia (1940),756.0
433,Heathers (1989),2640.0
434,Forbidden Planet (1956),830.0
435,Butch Cassidy and the Sundance Kid (1969),642.0
436,"American Werewolf in London, An (1981)",814.0
437,Amityville 1992: It's About Time (1992),41671.0
438,Amityville 3-D (1983),27214.0
439,Amityville: A New Generation (1993),33519.0
440,Amityville II: The Possession (1982),16235.0
441,"Amityville Horror, The (1979)",11449.0
442,"Amityville Curse, The (1990)",41848.0
443,"Birds, The (1963)",571.0
444,"Blob, The (1958)",8851.0
445,"Body Snatcher, The (1945)",30346.0
446,Burnt Offerings (1976),13549.0
447,Carrie (1976),7340.0
448,"Omen, The (1976)",794.0
449,Star Trek: The Motion Picture (1979),152.0
450,Star Trek V: The Final Frontier (1989),172.0
451,Grease (1978),621.0
452,Jaws 2 (1978),579.0
453,Jaws 3-D (1983),17692.0
454,Bastard Out of Carolina (1996),41240.0
455,Jackie Chan's First Strike (1996),9404.0
456,Beverly Hills Ninja (1997),9622.0
457,Free Willy 3: The Rescue (1997),18519.0
458,Nixon (1995),10858.0
459,"Cry, the Beloved Country (1995)",34615.0
460,"Crossing Guard, The (1995)",27526.0
461,Smoke (1995),10149.0
462,Like Water For Chocolate (Como agua para chocolate) (1992),18183.0
463,"Secret of Roan Inish, The (1994)",14334.0
464,Vanya on 42nd Street (1994),32636.0
465,"Jungle Book, The (1994)",10714.0
466,Red Rock West (1992),10427.0
467,"Bronx Tale, A (1993)",1607.0
468,Rudy (1993),14534.0
469,Short Cuts (1993),695.0
470,Tombstone (1993),11969.0
471,Courage Under Fire (1996),10684.0
472,Dragonheart (1996),8840.0
473,James and the Giant Peach (1996),10539.0
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),935.0
475,Trainspotting (1996),627.0
476,"First Wives Club, The (1996)",2925.0
477,Matilda (1996),10830.0
478,"Philadelphia Story, The (1940)",981.0
479,Vertigo (1958),426.0
480,North by Northwest (1959),213.0
481,"Apartment, The (1960)",284.0
482,Some Like It Hot (1959),239.0
483,Casablanca (1942),289.0
484,"Maltese Falcon, The (1941)",963.0
485,My Fair Lady (1964),11113.0
486,Sabrina (1954),6620.0
487,Roman Holiday (1953),804.0
488,Sunset Blvd. (1950),599.0
489,Notorious (1946),303.0
490,To Catch a Thief (1955),381.0
491,"Adventures of Robin Hood, The (1938)",10907.0
492,East of Eden (1955),220.0
493,"Thin Man, The (1934)",3529.0
494,His Girl Friday (1940),3085.0
495,Around the World in 80 Days (1956),2897.0
496,It's a Wonderful Life (1946),1585.0
497,Bringing Up Baby (1938),900.0
498,"African Queen, The (1951)",488.0
499,Cat on a Hot Tin Roof (1958),261.0
500,Fly Away Home (1996),11076.0
501,Dumbo (1941),11360.0
502,Bananas (1971),11302.0
503,"Candidate, The (1972)",21711.0
504,Bonnie and Clyde (1967),475.0
505,Dial M for Murder (1954),521.0
506,Rebel Without a Cause (1955),221.0
507,"Streetcar Named Desire, A (1951)",702.0
508,"People vs. Larry Flynt, The (1996)",1630.0
509,My Left Foot (1989),10161.0
510,"Magnificent Seven, The (1954)",966.0
511,Lawrence of Arabia (1962),947.0
512,Wings of Desire (1987),144.0
513,"Third Man, The (1949)",1092.0
514,Annie Hall (1977),703.0
515,"Boot, Das (1981)",387.0
516,Local Hero (1983),11235.0
517,Manhattan (1979),696.0
518,Miller's Crossing (1990),379.0
519,"Treasure of the Sierra Madre, The (1948)",3090.0
520,"Great Escape, The (1963)",5925.0
521,"Deer Hunter, The (1978)",11778.0
522,Down by Law (1986),1554.0
523,Cool Hand Luke (1967),903.0
524,"Great Dictator, The (1940)",914.0
525,"Big Sleep, The (1946)",910.0
526,Ben-Hur (1959),665.0
527,Gandhi (1982),783.0
528,"Killing Fields, The (1984)",625.0
529,My Life as a Dog (Mitt liv som hund) (1985),8816.0
530,"Man Who Would Be King, The (1975)",983.0
531,Shine (1996),7863.0
532,Kama Sutra: A Tale of Love (1996),28005.0
533,"Daytrippers, The (1996)",49806.0
534,Traveller (1997),31465.0
535,Addicted to Love (1997),2058.0
536,Ponette (1996),38523.0
537,My Own Private Idaho (1991),468.0
538,Anastasia (1997),9444.0
539,Mouse Hunt (1997),6283.0
540,Money Train (1995),11517.0
541,Mortal Kombat (1995),9312.0
542,Pocahontas (1995),10530.0
543,"Misérables, Les (1995)",48750.0
544,Things to Do in Denver when You're Dead (1995),400.0
545,Vampire in Brooklyn (1995),12158.0
546,Broken Arrow (1996),9208.0
547,"Young Poisoner's Handbook, The (1995)",16934.0
548,"NeverEnding Story III, The (1994)",27793.0
549,Rob Roy (1995),11780.0
550,Die Hard: With a Vengeance (1995),1572.0
551,Lord of Illusions (1995),8973.0
552,Species (1995),9348.0
553,"Walk in the Clouds, A (1995)",9560.0
554,Waterworld (1995),9804.0
555,White Man's Burden (1995),31611.0
556,Wild Bill (1995),65796.0
557,Farinelli: il castrato (1994),10954.0
558,Heavenly Creatures (1994),1024.0
559,Interview with the Vampire (1994),628.0
560,"Kid in King Arthur's Court, A (1995)",37108.0
561,Mary Shelley's Frankenstein (1994),3036.0
562,"Quick and the Dead, The (1995)",12106.0
563,Stephen King's The Langoliers (1995),
564,Tales from the Hood (1995),25066.0
565,Village of the Damned (1995),12122.0
566,Clear and Present Danger (1994),9331.0
567,Wes Craven's New Nightmare (1994),11596.0
568,Speed (1994),1637.0
569,Wolf (1994),10395.0
570,Wyatt Earp (1994),12160.0
571,Another Stakeout (1993),9409.0
572,Blown Away (1994),178.0
573,Body Snatchers (1993),4722.0
574,Boxing Helena (1993),18215.0
575,City Slickers II: The Legend of Curly's Gold (1994),11310.0
576,Cliffhanger (1993),9350.0
577,Coneheads (1993),9612.0
578,Demolition Man (1993),9739.0
579,Fatal Instinct (1993),26141.0
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",10612.0
581,Kalifornia (1993),10909.0
582,"Piano, The (1993)",713.0
583,Romeo Is Bleeding (1993),2088.0
584,"Secret Garden, The (1993)",11236.0
585,Son in Law (1993),13203.0
586,Terminal Velocity (1994),9057.0
587,"Hour of the Pig, The (1993)",70912.0
588,Beauty and the Beast (1991),10020.0
589,"Wild Bunch, The (1969)",576.0
590,Hellraiser: Bloodline (1996),8766.0
591,Primal Fear (1996),1592.0
592,True Crime (1995),37144.0
593,Stalingrad (1993),11101.0
594,Heavy (1995),22621.0
595,"Fan, The (1996)",9566.0
596,"Hunchback of Notre Dame, The (1996)",10545.0
597,Eraser (1996),9268.0
598,"Big Squeeze, The (1996)",144982.0
599,Police Story 4: Project S (Chao ji ji hua) (1993),
600,Daniel Defoe's Robinson Crusoe (1996),11210.0
601,For Whom the Bell Tolls (1943),27854.0
602,"American in Paris, An (1951)",2769.0
603,Rear Window (1954),567.0
604,It Happened One Night (1934),3078.0
605,Meet Me in St. Louis (1944),909.0
606,All About Eve (1950),705.0
607,Rebecca (1940),223.0
608,Spellbound (1945),4174.0
609,Father of the Bride (1950),20758.0
610,Gigi (1958),17281.0
611,Laura (1944),1939.0
612,Lost Horizon (1937),3598.0
613,My Man Godfrey (1936),13562.0
614,Giant (1956),1712.0
615,"39 Steps, The (1935)",260.0
616,Night of the Living Dead (1968),10331.0
617,"Blue Angel, The (Blaue Engel, Der) (1930)",228.0
618,Picnic (1955),39940.0
619,Extreme Measures (1996),11306.0
620,"Chamber, The (1996)",6346.0
621,"Davy Crockett, King of the Wild Frontier (1955)",35115.0
622,Swiss Family Robinson (1960),18444.0
623,Angels in the Outfield (1994),24795.0
624,"Three Caballeros, The (1945)",15947.0
625,"Sword in the Stone, The (1963)",9078.0
626,So Dear to My Heart (1949),29682.0
627,Robin Hood: Prince of Thieves (1991),8367.0
628,Sleepers (1996),819.0
629,Victor/Victoria (1982),12614.0
630,"Great Race, The (1965)",11575.0
631,"Crying Game, The (1992)",11386.0
632,Sophie's Choice (1982),15764.0
633,"Christmas Carol, A (1938)",25842.0
634,Microcosmos: Le peuple de l'herbe (1996),9305.0
635,"Fog, The (1980)",790.0
636,Escape from New York (1981),1103.0
637,"Howling, The (1981)",11298.0
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",4483.0
639,"Tin Drum, The (Blechtrommel, Die) (1979)",659.0
640,"Cook the Thief His Wife & Her Lover, The (1989)",7452.0
641,Paths of Glory (1957),975.0
642,"Grifters, The (1990)",18129.0
643,The Innocent (1994),402838.0
644,"Thin Blue Line, The (1988)",14285.0
645,Paris Is Burning (1990),31225.0
646,Once Upon a Time in the West (1969),335.0
647,Ran (1985),11645.0
648,"Quiet Man, The (1952)",3109.0
649,Once Upon a Time in America (1984),311.0
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",490.0
651,Glory (1989),9665.0
652,Rosencrantz and Guildenstern Are Dead (1990),18971.0
653,Touch of Evil (1958),1480.0
654,Chinatown (1974),829.0
655,Stand by Me (1986),235.0
656,M (1931),832.0
657,"Manchurian Candidate, The (1962)",982.0
658,Pump Up the Volume (1990),8428.0
659,Arsenic and Old Lace (1944),212.0
660,Fried Green Tomatoes (1991),1633.0
661,High Noon (1952),288.0
662,Somewhere in Time (1980),16633.0
663,Being There (1979),10322.0
664,"Paris, Texas (1984)",655.0
665,Alien 3 (1992),8077.0
666,Blood For Dracula (Andy Warhol's Dracula) (1974),
667,Audrey Rose (1977),49126.0
668,Blood Beach (1981),37843.0
669,Body Parts (1991),32146.0
670,Body Snatchers (1993),4722.0
671,Bride of Frankenstein (1935),229.0
672,Candyman (1992),9529.0
673,Cape Fear (1962),11349.0
674,Cat People (1982),6217.0
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",653.0
676,"Crucible, The (1996)",20539.0
677,Fire on the Mountain (1996),168283.0
678,Volcano (1997),10357.0
679,Conan the Barbarian (1981),9387.0
680,Kull the Conqueror (1997),17832.0
681,Wishmaster (1997),10351.0
682,I Know What You Did Last Summer (1997),3597.0
683,Rocket Man (1997),36797.0
684,In the Line of Fire (1993),9386.0
685,Executive Decision (1996),2320.0
686,"Perfect World, A (1993)",9559.0
687,McHale's Navy (1997),14908.0
688,Leave It to Beaver (1997),37244.0
689,"Jackal, The (1997)",4824.0
690,Seven Years in Tibet (1997),978.0
691,Dark City (1998),2666.0
692,"American President, The (1995)",9087.0
693,Casino (1995),524.0
694,Persuasion (1995),17015.0
695,Kicking and Screaming (1995),28387.0
696,City Hall (1996),11062.0
697,"Basketball Diaries, The (1995)",10474.0
698,"Browning Version, The (1994)",49805.0
699,Little Women (1994),9587.0
700,Miami Rhapsody (1995),17402.0
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",41647.0
702,Barcelona (1994),16771.0
703,Widows' Peak (1994),25440.0
704,"House of the Spirits, The (1993)",2259.0
705,Singin' in the Rain (1952),872.0
706,Bad Moon (1996),49763.0
707,Enchanted April (1991),26561.0
708,"Sex, Lies, and Videotape (1989)",1412.0
709,Strictly Ballroom (1992),10409.0
710,Better Off Dead... (1985),13667.0
711,"Substance of Fire, The (1996)",168535.0
712,Tin Men (1987),10896.0
713,Othello (1995),16420.0
714,Carrington (1995),47018.0
